Name,Organization,id,Description,Translation Required,Spanish_Description,locations,address_1 (from address) (from locations) 2,city (from address) (from locations) 3,Zip Code (from address) (from locations) 3,latitude (from locations) 2,longitude (from locations) 2,url,email,active,application_process,service_options,payment_options,taxonomy,phones,schedule,weekday (from schedule) 3,opens_at (from schedule) 3,closes_at (from schedule) 3,add_day (from schedule) 4,add_hours (from schedule) 4,med_area,legal_area,cash_area,dv_area,foodstamp_area,freefood_area,details,service_area,Last updated,Updated By,owner,status,Auto-Last updated,Auto-Last updated by,Questions/Confusions/Observations
Grandma's Hands,Grandma's Hands,6564,Instagram: @@grandmashand.s.,,,7633 MacArthur Blvd,7633 MacArthur Blvd,,94605,37.7671896,-122.1695638,,,Open,,,,Black-owned Restaurant,,Grandma's Hands,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Fort Green,Fort Green,6565,Instagram: @fortgreenbar. Other info: Fundraiser,,,736 Washington St,736 Washington St,,94607,37.800439,-122.274881,https://www.fortgreenoakland.com/,,Open,,,,Black-owned Restaurant,,Fort Green,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM, 10:00 pm,Thursday,11:00 am - 11:00 pm; Fri: 11:00 am - 12:00 am; Sat: 12:00 pm - 12:00 am; Sun: 12:00 - 9:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Spritzer's Cafe,Spritzer's Cafe,6566,,,,734 Central Ave,734 Central Ave,,94501,37.7712846,-122.2751959,https://www.facebook.com/SpritzersCafe/,,Open,,,,Black-owned Restaurant,,Spritzer's Cafe,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:30 AM, 3:30 pm,Sat,7:00 am - 5:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Veg on the Edge,Veg on the Edge,6567,Instagram: @veg_ontheedge.,,,725 Front St,725 Front St,,95060,36.9747505,-122.0255598,https://vegontheedge.com/,,Closed,,,,Black-owned Restaurant,,Veg on the Edge,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Oeste,Oeste,6568,Instagram: @oeste.bar.cafe.,,,722 Clay St,722 Clay St,,94607,37.800765,-122.2761998,https://oesteoakland.com/,,Open,,,,Black-owned Restaurant,,Oeste,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,"11:00 am - 10:00 pm; Wed: 11:00 am - 11:00 pm; Fri: 12:00 - 1:00 am, 11:00 am - 12:00 am",,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Graffiti Pizza,Graffiti Pizza,6569,Instagram: @graffitipizza1.,,,719 Washington St,719 Washington St,,94607,37.8004422,-122.2754649,,,Open,,,,Black-owned Restaurant,,Graffiti Pizza,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,12:00 - 10:00 pm; Fri: 12:00 pm - 12:00 am; Sat: 3:00 pm - 12:00 am; Sun: 3:00 - 9:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Chez Soul Southern Cuisine,Chez Soul Southern Cuisine,6570,Instagram: @chezsoul.,,,711 Madison St,711 Madison St,,94533,38.2498097,-122.0462425,https://www.chezsoulsoutherncuisine.com/,,Open,,,,Black-owned Restaurant,,Chez Soul Southern Cuisine,"Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM,,Wednesday,"11:00 am - 2:00 pm, 5:00 - 7:30 pm; Sat: 12:00 - 7:30 pm; Sun: 12:00 - 6:30 pm",,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Da' Flora,Da' Flora,6571,Instagram: @daflora_sf.,,,701 Columbus Ave San Francisco,701 Columbus Ave,San Francisco,94133,37.8012,-122.4117218,http://daflora.com/,,Open,,,,Black-owned Restaurant,,Da' Flora,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,5:30 - 9:30 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Axum Cafe,Axum Cafe,6572,,,,698 Haight St San Francisco,698 Haight St,San Francisco,94117,37.7718083,-122.4336327,https://www.axumcafesf.com/,,Open,,,,Black-owned Restaurant,,Axum Cafe,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,4:00 - 9:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Carmen & Family BBQ,Carmen & Family BBQ,6573,Instagram: @carmen_and_family_bbq.,,,692 W A St,692 W A St,,94541,37.6657165,-122.1130163,http://carmenandfamilybbq.com/,,Open,,,,Black-owned Restaurant,,"Carmen & Family BBQ,Carmen & Family BBQ","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","11:00 AM, 11:30 AM"," 9:00 pm,  9:00 pm","Friday, Friday","11:00 am - 10:00 pm, 11:30 am - 10:00 pm; Sun: 1:00 - 8:00 pm",,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Oyo Pleasanton,Oyo Pleasanton,6574,Instagram: @oyopleasanton.,,,680 Main St,680 Main St,,94566,37.6626452,-121.8745171,https://oyopleasanton.com,,Open,,,,Black-owned Restaurant,,Oyo Pleasanton,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 PM, 8:00 pm,Sat,10:00 am - 8:30 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
DeVaughn's Cajun Kitchen,DeVaughn's Cajun Kitchen,6575,Instagram: @_just_tami_.,,,6638 Bancroft Ave,6638 Bancroft Ave,,94605,37.7698576,-122.182275,https://devaughnscajunkitchen.net/,,Open,,,,Black-owned Restaurant,,DeVaughn's Cajun Kitchen,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 PM, 9:00 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Jackie's Place,Jackie's Place,6576,Instagram: @jackiesplacesj. Other info: Fundraiser,,,655 N 6th St,655 N 6th St,,95112,37.3503951,-121.894304,https://www.jackiecaters.com/,,Closed,,,,Black-owned Restaurant,,Jackie's Place,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Barcote Ethiopian Restaurant,Barcote Ethiopian Restaurant,6577,Instagram: @barcote_restaurant.,,,6430 Telegraph Ave Berkeley,6430 Telegraph Ave,Berkeley,94705,37.8508571,-122.260138,http://orderbarcoteethiopianrestaurant.com/,,Open,,,,Black-owned Restaurant,,Barcote Ethiopian Restaurant,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM, 10:00 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Cafe Colucci,Cafe Colucci,6578,Instagram: @cafecolucci.,,,6427 Telegraph Ave,6427 Telegraph Ave,Berkeley,94609,37.85076,-122.2607373,https://www.cafecolucci.com/,,Open,,,,Black-owned Restaurant,,Cafe Colucci,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2:00 AM, 8:00 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Coconuts,Coconuts,6579,Instagram: @coconutspaloalto.,,,642 Ramona St,642 Ramona St,,94301,37.443916,-122.160191,https://www.coconutspaloalto.com/,,Open,,,,Black-owned Restaurant,,Coconuts,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,11:00 am - 9:30 pm; Fri: 11:00 am - 10:30 pm; Sun: 11:00 am - 8:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Lena’s Soul Food Cafe,Lena’s Soul Food Cafe,6580,Instagram: @lenas.soul.food.cafe.,,,6403 Foothill Blvd,6403 Foothill Blvd,,94547,37.7705593,-122.1844091,,,Closed,,,,Black-owned Restaurant,,Lena’s Soul Food Cafe,,,,,,,,,,,,,,,,,,10/26/2020 10:03am,Charlie Hoffs,
Scends,Scends,6581,,,,635 E 14th St,635 E 14th St,,94577,37.7305879,-122.1604299,https://www.scendsrestaurant.com/,,Open,,,,Black-owned Restaurant,,Scends,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,11:30 am - 9:00 pm; Sat: 2:00 - 9:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
James and the Giant Cupcake,James and the Giant Cupcake,6582,Instagram: @jamesandthegiantcupcake.,,,6326 San Pablo Ave Oakland,6326 San Pablo Ave Oakland,,94608,37.8466211,-122.2846236,https://www.jamesandthegiantcupcake.com/,,Open,,,,Black-owned Restaurant,,"James and the Giant Cupcake,James and the Giant Cupcake","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,"Tuesday, Tuesday","10:30 am - 5:00 pm, 10:30 am - 5:00 pm",,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
James and the Giant Cupcake **,James and the Giant Cupcake **,6583,Instagram: @jamesandthegiantcupcake.,,,6326 San Pablo Ave Oakland,6326 San Pablo Ave Oakland,,94608,37.8466211,-122.2846236,https://www.jamesandthegiantcupcake.com/,,Open,,,,Black-owned Restaurant,,James and the Giant Cupcake **,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,10:30 am - 5:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Crumble & Whisk Patisserie,Crumble & Whisk Patisserie,6584,Instagram: @crumbleandwhisk.,,,6270 Overland Ave Emeryville,6270 Overland Ave Emeryville,,94608,37.8430871,-122.292281,https://crumbleandwhisk.com/,,Open,,,,Black-owned Restaurant,,"Crumble & Whisk Patisserie,Crumble & Whisk Patisserie","Monday, Tuesday, Wednesday, Thursday, Friday, Monday, Tuesday, Wednesday, Thursday, Friday","10:00 AM, 10:00 AM"," 7:00 pm,  7:00 pm",,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Crumble & Whisk Patisserie,Crumble & Whisk Patisserie,6585,Instagram: @crumbleandwhisk.,,,6270 Overland Ave,6270 Overland Ave,,94608,37.8430871,-122.292281,https://crumbleandwhisk.com/,,Open,,,,Black-owned Restaurant,,,,,,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Malibu's Burgers,Malibu's Burgers,6586,Instagram: @malibusburgers. Other info: Vegan!,,,6228 Telegraph Ave,6228 Telegraph Ave,,94609,37.848445,-122.2604611,https://www.malibusburgers.com,,Open,,,,Black-owned Restaurant,,Malibu's Burgers,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,11:30 am - 9:30 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Uncle Willie's Original BBQ and Fish,Uncle Willie's Original BBQ and Fish,6587,,,,614 14th St,614 14th St,,94612,37.8060307,-122.2749963,https://unclewilliesbbq.com,,Open,,,,Black-owned Restaurant,,Uncle Willie's Original BBQ and Fish,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",12:00 PM, 7:00 pm,Sat,3:00 - 7:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Firehouse Brew & Grill,Firehouse Brew & Grill,6588,Instagram: @firehousemartinez.,,,611 Escobar St,611 Escobar St,,94553,38.0177794,-122.1377701,https://firehousemartinez.com/,,Open,,,,Black-owned Restaurant,,Firehouse Brew & Grill,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,11:00 am - 7:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Sugartown Cafe,Sugartown Cafe,6589,Instagram: @sugartowncafe.,,,611 2nd Ave,611 2nd Ave,,94525,38.053613,-122.2235354,https://www.sugartowncafe.com/,,Open,,,,Black-owned Restaurant,,Sugartown Cafe,"Monday, Tuesday, Wednesday, Thursday, Friday",8:00 AM, 2:00 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Shewhat,Shewhat,6590,,,,6101 Shattuck Ave,6101 Shattuck Ave,,94609,37.8467286,-122.2655898,,,Open,,,,Black-owned Restaurant,,Shewhat,"Monday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM," 2:00 pm, 5:00 	 9:00 pm",Sat,9:00 am - 9:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Addis Ethiopian,Addis Ethiopian,6591,,,,6100 Telegraph Ave Berkeley,6100 Telegraph Ave Berkeley,,94705,37.8473948,-122.2606254,,,Open,,,,Black-owned Restaurant,,Addis Ethiopian,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:30 AM, 10:00 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Red Rose Catering,Red Rose Catering,6592,,,,600 Martin Ave #105 Rohnert Park,600 Martin Ave #105 Rohnert Park,,94928,38.3541062,-122.7250226,https://www.theredrosecatering.com/,,Open,,,,Black-owned Restaurant,,Red Rose Catering,"Monday, Tuesday, Wednesday, Thursday, Friday",9:00 AM, 6:00 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Tastebuds,Tastebuds,6593,Instagram: @tastebuds.sf.,,,600 5th Ave San Francisco,600 5th Ave San Francisco,,94118,37.777158,-122.462669,https://www.sftastebuds.com/,,Open,,,,Black-owned Restaurant,,Tastebuds,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM, 7:00 pm,Sun,8:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Fenn Coffee,Fenn Coffee,6594,Instagram: @fenncoffee.,,,60 Middlefield Rd,60 Middlefield Rd,,94025,37.4544776,-122.1633334,https://fenncoffee.com/,,Open,,,,Black-owned Restaurant,,Fenn Coffee,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM, 5:00 pm,Thursday,7:00 am - 9:00 pm; Sat: 8:00 am - 2:00 pm; Sun: 8:30 - 11:30 am,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Sugarsweet,Sugarsweet,6595,Instagram: @sugarsweetoak.,,,5855 MacArthur Blvd,5855 MacArthur Blvd,,94605,37.7755191,-122.1849002,https://www.sugarsweetoak.com,,Open,,,,Black-owned Restaurant,,Sugarsweet,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,11:00 am - 4:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
The Cake & Sugar Company LLC,The Cake & Sugar Company LLC,6596,Instagram: @itscakeandsugarco.,,,5855 MacArthur Blvd,5855 MacArthur Blvd,,94605,37.7755191,-122.1849002,,,Open,,,,Black-owned Restaurant,,The Cake & Sugar Company LLC,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,11:00 am - 4:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Sistas Soul Food Kafe,Sistas Soul Food Kafe,6597,,,,571 Bancroft Ave,571 Bancroft Ave,,94577,37.7339674,-122.1516005,http://sistassoulkafe.weebly.com/,,Open,,,,Black-owned Restaurant,,Sistas Soul Food Kafe,"Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM,,Wednesday,5:00 - 10:00 pm; Sun: 1:00 - 7:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Hella Nuts,Hella Nuts,6598,Instagram: @hella_nuts.,,,5622 Martin Luther King Jr Way,5622 Martin Luther King Jr Way,,94609,37.8410679,-122.2696866,https://www.thatshellanuts.com,,Open,,,,Black-owned Restaurant,,Hella Nuts,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM, 7:00 pm,Sun,9:00 am - 5:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
It's All Good Bakery,It's All Good Bakery,6599,Instagram: @itsallgoodbakery.,,,5622 Martin Luther King Jr Way,5622 Martin Luther King Jr Way,,94609,37.8410679,-122.2696866,https://www.itsallgoodbakery.com/home.php,,Open,,,,Black-owned Restaurant,,It's All Good Bakery,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM, 7:00 pm,Sun,9:00 am - 5:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Club Waziema,Club Waziema,6600,,,,543 Divisadero St San Francisco,543 Divisadero St San Francisco,,94117,37.7746527,-122.4379523,,,Open,,,,Black-owned Restaurant,,Club Waziema,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",6:00 PM, 12:00 am,Wednesday,6:00 pm - 2:00 am,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Hella Juiced,Hella Juiced,6601,Instagram: @hellajuiced510.,,,540 9th St,540 9th St,,94607,37.8018954,-122.2754662,,,Open,,,,Black-owned Restaurant,,Hella Juiced,"Tuesday, Thursday, Friday",,,Tuesday,10:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Super Juiced,Super Juiced,6602,Instagram: @superjuicedoakland.,,,540 9th St,540 9th St,,94607,37.8018954,-122.2754662,https://www.oaklandisjuiced.com/,,Open,,,,Black-owned Restaurant,,Super Juiced,"Tuesday, Thursday, Friday",,,Tuesday,10:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Alem's Coffee,Alem's Coffee,6603,,,,5353 Claremont Ave,5353 Claremont Ave,,94618,37.8403202,-122.2598566,,,Open,,,,Black-owned Restaurant,,Alem's Coffee,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM, 6:00 pm,Sat,7:00 am - 5:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Jubba Somali Restaurant,Jubba Somali Restaurant,6604,,,,5330 Terner Way,5330 Terner Way,San Jose,95136,37.25761,-121.862,,,Open,,,,Black-owned Restaurant,,Jubba Somali Restaurant,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",11:30 AM, 9:30 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Massawa Restaurant,Massawa Restaurant,6605,,,,532 Green St San Francisco,532 Green St San Francisco,,94133,37.7997456,-122.4080177,,,Open,,,,Black-owned Restaurant,,Massawa Restaurant,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4:30 AM, 10:00 pm,Friday,11:30 am - 11:00 pm; Sun: 11:30 am - 10:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Oakland's Very Own Tavern,Oakland's Very Own Tavern,6606,Instagram: @ovo_5319.,,,5319 Martin Luther King Jr Way,5319 Martin Luther King Jr Way,,94609,37.8383616,-122.2696446,,,Closed,,,,Black-owned Restaurant,,Oakland's Very Own Tavern,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Caña,Caña,6607,Instagram: @canaoakland.,,,530 Lake Park Ave,530 Lake Park Ave,,94610,37.810391,-122.246565,,,Closed,,,,Black-owned Restaurant,,Caña,,,,,,,,,,,,,,,,,,10/26/2020 10:03am,Charlie Hoffs,
Ruth's Buka,Ruth's Buka,6608,Instagram: @ruthsbuka.,,,5250 Foothill Blvd,5250 Foothill Blvd,,94601,37.7728606,-122.2017862,https://www.ruthsbuka.com,,Open,,,,Black-owned Restaurant,,Ruth's Buka,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,12:00 - 6:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Red Sea,Red Sea,6609,,,,5200 Claremont Ave,5200 Claremont Ave,,94618,37.8382889,-122.2614139,https://redseaoakland.com,,Open,,,,Black-owned Restaurant,,Red Sea,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM, 10:00 pm,Sat,12:00 - 10:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Frisco Fried,Frisco Fried,6610,Instagram: @friscofried.,,,5176 3rd St San Francisco,5176 3rd St, San Francisco,94124,37.7311111,-122.3922222,http://friscofried.biz/,,Open,,,,Black-owned Restaurant,,Frisco Fried,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM, 7:00 pm,Friday,11:00 am - 9:00 pm; Sat: 12:00 - 9:00 pm; Sun: 12:00 - 7:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Let's Eat BBQ,Let's Eat BBQ,6611,,,,5130 3rd St San Francisco,5130 3rd St, San Francisco,94124,37.7318573,-122.3919906,,,Closed,,,,Black-owned Restaurant,,Let's Eat BBQ,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Yvonne's Southern Sweets,Yvonne's Southern Sweets,6612,Instagram: @yvonnessouthernsweets.,,,5128 3rd St San Francisco,5128 3rd St,San Francisco,94124,37.731899,-122.3919736,https://www.yvonnessouthernsweets.com/,,Open,,,,Black-owned Restaurant,,Yvonne's Southern Sweets,"Wednesday, Thursday, Friday",12:00 AM,,Wednesday,10:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Burlap Coffee,Burlap Coffee,6613,Instagram: @burlapoakland.,,,511 40th St,511 40th St,,94609,37.8290224,-122.2648596,,,Open,,,,Black-owned Restaurant,,Burlap Coffee,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM, 11:00 am,Sat,8:00 am - 12:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
The Cook and Her Farmer,The Cook and Her Farmer,6614,Instagram: @thecookandherfarmer. Other info: Fundraiser,,,510 9th St,510 9th St,,94607,37.8016123,-122.2747346,https://www.thecookandherfarmer.com/,,Open,,,,Black-owned Restaurant,,The Cook and Her Farmer,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,11:00 am - 7:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Cafe International,Cafe International,6615,,,,508 Haight St San Francisco,508 Haight St San Francisco,,94117,37.7721717,-122.430742,https://www.facebook.com/cafeinternational/,,Open,,,,Black-owned Restaurant,,Cafe International,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,7:00 am - 9:00 pm; Fri: 7:00 am - 11:00 pm; Sat: 7:30 am - 9:00 pm; Sun: 8:00 am - 9:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Asmara,Asmara,6616,Instagram: @asmararestaurant.,,,5020 Telegraph Ave,5020 Telegraph Ave,,94609,37.8367549,-122.2620807,http://asmararestaurant.com/,,Open,,,,Black-owned Restaurant,,Asmara,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,11:30 am - 10:30 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Vegan Mob,Vegan Mob,6617,Instagram: @Officialveganmob.,,,500 Lake Park Ave,500 Lake Park Ave,,94610,37.8105528,-122.247021,http://veganmob.biz/,,Open,,,,Black-owned Restaurant,,Vegan Mob,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,11:00 am - 7:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Chefs Way Catering,Chefs Way Catering,6618,Instagram: @chef_henry_2nd.,,,50 Neil Armstrong Way,50 Neil Armstrong Way,,94621,37.7404227,-122.2037812,,,Open,,,,Black-owned Restaurant,,Chefs Way Catering,"Monday, Tuesday, Wednesday, Thursday, Friday",9:00 AM, 5:00 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Zella's Soulful Kitchen,Zella's Soulful Kitchen,6619,Instagram: @zellaskitchen.,,,499 14th St ste. 117,499 14th St ste. 117,,94612,37.8042012,-122.2726109,https://www.zellassoulfulkitchen.com/,,Closed,,,,Black-owned Restaurant,,Zella's Soulful Kitchen,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Abesha Ethiopian Cuisine,Abesha Ethiopian Cuisine,6620,Instagram: @abeshaethiopiancuisine.,,,4929 Shattuck Ave,4929 Shattuck Ave,,94609,37.8366412,-122.2642005,,,Open,,,,Black-owned Restaurant,,Abesha Ethiopian Cuisine,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM, 9:45 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
House of Tadu Ethiopian Kitchen,House of Tadu Ethiopian Kitchen,6621,Instagram: @taduethiopian.,,,484 Ellis St San Francisco,484 Ellis St San Francisco,,94102,37.7848046,-122.4142058,http://taduethiopiankitchen.com/,,Open,,,,Black-owned Restaurant,,House of Tadu Ethiopian Kitchen,"Monday, Wednesday, Thursday, Friday, Saturday, Sunday",4:00 AM, 9:00 pm,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Radio Africa Kitchen,Radio Africa Kitchen,6622,Instagram: @radioafricakitchen.,,,4800 3rd St San Francisco,4800 3rd St San Francisco,,94124,37.7347738,-122.3909829,https://www.radioafricakitchen.com,,Open,,,,Black-owned Restaurant,,Radio Africa Kitchen,"Monday, Tuesday, Wednesday, Thursday, Friday",,,Tuesday,12:00 - 8:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Romes Kitchen,Romes Kitchen,6623,Instagram: @romes_kitchen.,,,4800 3rd St San Francisco,4800 3rd St San Francisco,,94124,37.7347738,-122.3909829,,,Open,,,,Black-owned Restaurant,,Romes Kitchen,"Monday, Tuesday, Wednesday, Thursday, Friday",,,Tuesday,12:00 - 8:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
James and the Giant Cupcake,James and the Giant Cupcake,6624,Instagram: @jamesandthegiantcupcake.,,,465 2nd St Oakland,465 2nd St Oakland,,94607,37.7961631,-122.2768241,https://www.jamesandthegiantcupcake.com/,,Open,,,,Black-owned Restaurant,,,,,,,,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Cafe Romanat,Cafe Romanat,6625,Instagram: @caferomanat.,,,462 Santa Clara Ave,462 Santa Clara Ave,,94610,37.8120675,-122.2482051,https://www.caferomanat.com,,Open,,,,Black-owned Restaurant,,Cafe Romanat,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,5:00 - 10:00 pm; Sat: 11:30 am - 10:00 pm,,,,,,,,,7/7/2020,,,,10/26/2020 10:03am,Charlie Hoffs,
Auntie April’s,Auntie April’s,6626,Instagram: @auntieaprils.,,,4618 3rd St San Francisco,4618 3rd St San Francisco,,94124,37.736177,-122.390475,,,Closed,,,,Black-owned Restaurant,,Auntie April’s,,,,,,,,,,,,,,,,,,10/26/2020 10:03am,Charlie Hoffs,
